# Día        Órbita        SZA        altitud       Z_MSO
       265          4          1          1          1
       265          5          1          0          1
       266          1          1          1          1
       266          2          1          1          1
       266          3          1          1          1
       266          4          1          1          1
       266          5          1          1          1
       267          1          1          1          1
       267          2          1          1          1
       267          3          1          1          1
       267          4          1          1          1
       267          5          1          1          1
       268          1          1          1          1
       268          2          1          1          1
       268          3          1          1          1
       268          4          1          1          1
       268          5          1          1          1
       269          1          1          1          1
       269          2          1          1          1
       269          3          1          1          1
       269          4          1          1          1
       269          5          1          1          1
       270          1          1          1          1
       270          2          1          1          1
       270          3          1          1          1
       270          4          1          1          1
       270          5          1          1          1
       271          1          1          1          1
       271          2          1          1          1
       271          3          1          1          1
       271          4          1          1          1
       271          5          1          1          1
       272          1          1          1          1
       272          2          1          1          1
       272          3          1          1          1
       272          4          1          1          1
       272          5          1          1          1
       273          1          1          1          1
       273          2          1          1          1
       273          3          1          1          1
       273          4          1          1          1
       273          5          1          1          1
       274          1          1          1          1
       274          2          1          1          1
       274          3          1          1          1
       274          4          1          1          1
       274          5          1          1          1
       275          1          1          1          1
       275          2          1          1          1
       275          3          1          1          1
       275          4          1          1          1
       275          5          1          1          1
       276          1          1          1          1
       276          2          1          1          1
       276          3          1          1          1
       276          4          1          1          1
       276          5          1          1          1
       277          1          1          1          1
       277          2          1          1          1
       277          3          1          1          1
       277          4          1          1          1
       277          5          1          1          1
       278          1          1          1          1
       278          2          1          1          1
       278          3          1          1          1
       278          4          1          1          1
       278          5          1          1          1
       279          1          1          1          1
       279          2          1          1          1
       279          3          1          1          1
       279          4          1          1          1
       279          5          1          1          1
       280          1          1          1          1
       280          2          1          1          1
       280          3          1          1          1
       280          4          1          1          1
       280          5          1          1          1
       281          1          1          1          1
       281          2          1          1          1
       281          3          1          1          1
       281          4          1          1          1
       281          5          1          1          1
       282          1          1          1          1
       282          2          1          1          1
       282          3          1          1          1
       282          4          1          1          1
       282          5          1          1          1
       283          1          1          1          1
       283          2          1          1          1
       283          3          1          1          1
       283          4          1          1          1
       283          5          1          1          1
       284          1          1          1          1
       284          2          1          1          1
       284          3          1          1          1
       284          4          1          1          1
       284          5          1          1          1
       285          1          1          1          1
       285          2          1          1          1
       285          3          1          1          1
       285          4          1          1          1
       285          5          1          1          1
       286          1          1          1          1
       286          2          1          1          1
       286          3          1          1          1
       286          4          1          1          1
       286          5          1          1          1
       287          1          1          1          1
       287          2          1          1          1
       287          3          1          1          1
       287          4          1          1          1
       287          5          1          1          1
       288          1          1          1          1
       288          2          1          1          1
       288          3          1          1          1
       288          4          1          1          1
       288          5          1          1          1
       289          1          1          1          1
       289          2          1          1          1
       289          3          1          1          1
       289          4          1          1          1
       289          5          1          1          1
       290          1          1          1          1
       290          2          1          1          1
       290          3          1          1          1
       290          4          1          1          1
       290          5          1          1          1
       291          1          1          1          1
       291          2          1          1          1
       291          3          1          1          1
       291          4          1          1          1
       291          5          1          1          1
       292          1          1          1          1
       292          2          1          1          1
       292          3          1          1          1
       292          4          1          1          1
       292          5          1          1          1
       293          1          1          1          1
       293          2          1          1          1
       293          3          1          1          1
       293          4          1          1          1
       293          5          1          1          1
       294          1          1          1          1
       294          2          1          1          1
       294          3          1          1          1
       294          4          1          1          1
       294          5          1          1          1
       295          1          0          1          1
       295          2          0          1          1
       295          3          0          1          1
       295          4          0          1          1
       295          5          0          1          1
       296          1          0          1          1
       296          2          0          1          1
       296          3          0          1          1
       296          4          0          1          1
       296          5          0          1          1
       297          1          0          1          1
       297          2          0          1          1
       297          3          0          1          1
       297          4          0          1          1
       297          5          0          1          1
       298          1          0          1          1
       298          2          0          1          1
       298          3          0          1          1
       298          4          0          1          1
       298          5          0          1          1
       299          1          0          1          1
       299          2          0          1          1
       299          3          0          1          1
       299          4          0          1          1
       299          5          0          1          1
       300          1          0          1          1
       300          2          0          1          1
       300          3          0          1          1
       300          4          0          1          1
       300          5          0          1          1
       301          1          0          1          1
       301          2          0          1          1
       301          3          0          1          1
       301          4          0          1          1
       301          5          0          1          1
       302          1          0          1          1
       302          2          0          1          1
       302          3          0          1          1
       302          4          0          1          1
       302          5          0          1          1
       303          1          0          1          1
       303          2          0          1          1
       303          3          0          1          1
       303          4          0          1          1
       303          5          0          1          1
       304          1          0          1          1
       304          2          0          1          1
       304          3          0          1          1
       304          4          0          1          1
       304          5          0          1          1
       305          1          0          1          1
       305          2          0          1          1
       305          3          0          1          1
       305          4          0          1          1
       305          5          0          1          1
       306          1          0          1          1
       306          2          0          1          1
       306          3          0          1          1
       306          4          0          1          1
       306          5          0          1          1
       307          1          0          1          1
       307          2          0          1          1
       307          3          0          1          1
       307          4          0          1          1
       307          5          0          1          1
       308          1          0          1          1
       308          2          0          1          1
       308          3          0          1          1
       308          4          0          1          1
       308          5          0          1          1
       309          1          0          1          1
       309          2          0          1          1
       309          3          0          1          1
       309          4          0          1          1
       309          5          0          1          1
       310          1          0          1          1
       310          2          0          1          1
       310          3          0          1          1
       310          4          0          1          1
       310          5          0          1          1
       311          1          0          1          1
       311          2          0          1          1
       311          3          0          1          1
       311          4          0          1          1
       311          5          0          1          1
       312          1          0          1          1
       312          2          0          1          1
       312          3          0          1          1
       312          4          0          1          1
       312          5          0          1          1
       313          1          0          1          1
       313          2          0          1          1
       313          3          0          1          1
       313          4          0          1          1
       313          5          0          1          1
       314          1          0          1          1
       314          2          0          1          1
       314          3          0          1          1
       314          4          0          1          1
       314          5          0          1          1
       315          1          0          1          1
       315          2          0          1          1
       315          3          0          1          1
       315          4          0          1          1
       315          5          0          1          1
       316          1          0          1          1
       316          2          0          0          0
       316          3          0          1          1
       316          4          0          0          0
       316          5          0          1          1
       317          1          0          1          1
       317          2          0          1          1
       317          3          0          1          1
       317          4          0          1          1
       317          5          0          1          1
       318          1          0          1          1
       318          2          0          1          1
       318          3          0          1          1
       318          4          0          1          1
       318          5          0          1          1
       319          1          0          1          1
       319          2          0          1          1
       319          3          0          1          1
       319          4          0          1          1
       319          5          0          1          1
       320          1          0          1          1
       320          2          0          1          1
       320          3          0          1          1
       320          4          0          1          1
       320          5          0          1          1
       321          1          0          1          1
       321          2          0          1          1
       321          3          0          1          1
       321          4          0          1          1
       321          5          0          1          1
       322          1          0          1          1
       322          2          0          1          1
       322          3          0          1          1
       322          4          0          1          1
       322          5          0          1          1
       323          1          0          1          1
       323          2          0          1          1
       323          3          0          1          1
       323          4          0          1          1
       323          5          0          1          1
       324          1          0          1          1
       324          2          0          1          1
       324          3          0          1          1
       324          4          0          1          1
       324          5          0          1          1
       325          1          0          1          1
       325          2          0          1          1
       325          3          0          1          1
       325          4          0          1          1
       325          5          0          1          1
       326          1          0          1          1
       326          2          0          1          1
       326          3          0          1          1
       326          4          0          1          1
       326          5          0          1          1
       327          1          0          1          1
       327          2          0          1          1
       327          3          0          1          1
       327          4          0          1          1
       327          5          0          1          1
       328          1          0          1          1
       328          2          0          1          1
       328          3          0          1          1
       328          4          0          1          1
       328          5          0          1          1
       329          1          0          1          1
       329          2          0          1          1
       329          3          0          1          1
       329          4          0          1          1
       329          5          0          1          1
       330          1          0          1          1
       330          2          0          1          1
       330          3          0          1          1
       330          4          0          1          1
       330          5          0          1          1
       331          1          0          1          1
       331          2          0          1          1
       331          3          0          1          1
       331          4          0          1          1
       331          5          0          1          1
       332          1          0          1          1
       332          2          0          1          1
       332          3          0          1          1
       332          4          0          1          1
       332          5          0          1          1
       333          1          0          1          1
       333          2          0          1          1
       333          3          0          1          1
       333          4          0          1          1
       333          5          0          1          1
       334          1          0          1          1
       334          2          0          1          1
       334          3          0          1          1
       334          4          0          1          1
       334          5          0          1          1
       335          1          0          1          1
       335          2          0          1          1
       335          3          0          1          1
       335          4          0          1          1
       335          5          0          1          1
       336          1          0          1          1
       336          2          0          1          1
       336          3          0          1          1
       336          4          0          1          1
       336          5          0          1          1
       337          1          0          1          1
       337          2          0          1          1
       337          3          0          1          1
       337          4          0          1          1
       337          5          0          1          1
       338          1          0          1          1
       338          2          0          1          1
       338          3          0          1          1
       338          4          0          1          1
       338          5          0          1          1
       339          1          0          1          1
       339          2          0          1          1
       339          3          0          1          1
       339          4          0          1          1
       339          5          0          1          1
       340          1          0          1          1
       340          2          0          1          1
       340          3          0          1          1
       340          4          0          1          1
       340          5          0          1          1
       341          1          0          1          1
       341          2          0          1          1
       341          3          0          1          1
       341          4          0          1          1
       341          5          0          1          1
       342          1          0          1          1
       342          2          0          1          1
       342          3          0          1          1
       342          4          0          1          1
       342          5          0          1          1
       343          1          0          1          1
       343          2          0          1          1
       343          3          0          1          1
       343          4          0          1          1
       343          5          0          1          1
       344          1          0          1          1
       344          2          0          1          1
       344          3          0          1          1
       344          4          0          1          1
       344          5          0          1          1
       345          1          0          1          1
       345          2          0          1          1
       345          3          0          1          1
       345          4          0          1          1
       345          5          0          1          1
       346          1          0          1          1
       346          2          0          1          1
       346          3          0          1          1
       346          4          0          1          1
       346          5          0          1          1
       347          1          0          1          1
       347          2          0          1          1
       347          3          0          1          1
       347          4          0          1          1
       347          5          0          1          1
       348          1          0          1          1
       348          2          0          1          1
       348          3          0          1          1
       348          4          0          1          1
       348          5          0          1          1
       349          1          0          1          1
       349          2          0          1          1
       349          3          0          1          1
       349          4          0          1          1
       349          5          0          1          1
       350          1          0          1          1
       350          2          0          1          1
       350          3          0          1          1
       350          4          0          1          1
       350          5          0          1          1
       351          1          0          1          1
       351          2          0          1          1
       351          3          0          1          1
       351          4          0          1          1
       351          5          0          1          1
       352          1          0          1          1
       352          2          0          0          1
       352          3          0          1          1
       352          4          0          0          1
       352          5          0          1          1
       353          1          0          1          1
       353          2          0          1          1
       353          3          0          0          1
       353          4          0          1          1
       353          5          0          0          1
       354          1          0          1          1
       354          2          0          1          1
       354          3          0          0          1
       354          4          0          1          1
       354          5          0          1          1
       355          1          0          1          1
       355          2          0          1          1
       355          3          0          1          1
       355          4          0          1          1
       355          5          0          1          1
       356          1          0          1          1
       356          2          0          1          1
       356          3          0          1          1
       356          4          0          1          1
       356          5          0          1          1
       357          1          0          1          1
       357          2          0          1          1
       357          3          0          1          1
       357          4          0          1          1
       357          5          0          1          1
       358          1          0          1          1
       358          2          0          1          1
       358          3          0          1          1
       358          4          0          1          1
       358          5          0          1          1
       359          1          0          1          1
       359          2          0          1          1
       359          3          0          1          1
       359          4          0          1          1
       359          5          0          1          1
       360          1          0          1          1
       360          2          0          1          1
       360          3          0          1          1
       360          4          0          1          1
       360          5          0          1          1
       361          1          0          1          1
       361          2          0          1          1
       361          3          0          1          1
       361          4          0          1          1
       361          5          0          1          1
       362          1          0          1          1
       362          2          0          1          1
       362          3          0          1          1
       362          4          0          1          1
       362          5          0          1          1
       363          1          0          1          1
       363          2          0          1          1
       363          3          0          1          1
       363          4          0          1          1
       363          5          0          1          1
       364          1          0          1          1
       364          2          0          1          1
       364          3          0          1          1
       364          4          0          1          1
       364          5          0          1          1
       365          1          0          1          1
       365          2          0          1          1
       365          3          0          1          1
       365          4          0          1          1
       365          5          0          1          1
